,Unnamed: 0,image_filename,FAME_0,FAME,FAME_variance,logreg_0,logreg,logreg_variance
0,0,00-13-953-I-B-user61,4.2775093531410375,4.2775093531410375,0.0,0.8105885272117999,0.8105885272117999,0.0
1,1,00-13-953-W-B-user62,0.8456455429706917,0.8456455429706917,0.0,0.02270358055510439,0.02270358055510439,0.0
2,2,00-34-288-I-B-user114,3.9542038228163015,3.9542038228163015,0.0,0.3109973790480577,0.3109973790480577,0.0
3,3,01-01-49-I-B-user135,3.223005699842618,3.223005699842618,0.0,0.4591397634966108,0.4591397634966108,0.0
4,4,01-01-49-W-B-user134,3.1050632098432973,3.1050632098432973,0.0,0.647203534692022,0.647203534692022,0.0
5,5,01-25-367-I-B-user147,2.6393210454225944,2.6393210454225944,0.0,0.153600660339601,0.153600660339601,0.0
6,6,01-25-367-W-B-user148,2.996647109827056,2.996647109827056,0.0,0.2371635464061297,0.2371635464061297,0.0
7,7,01-38-934-I-B-user1,1.2412145040815563,1.2412145040815563,0.0,0.008229057856092395,0.008229057856092395,0.0
8,8,01-38-934-W-B-user44,1.2451868546989289,1.2451868546989289,0.0,0.15536720184609526,0.15536720184609526,0.0
9,9,01-50-492-I-T-user1,2.5063544702737937,2.5063544702737937,0.0,0.0378338905813046,0.0378338905813046,0.0
10,10,01-50-492-W-T-user2,4.240524015331694,4.240524015331694,0.0,0.7513679738484591,0.7513679738484591,0.0
11,11,02-09-31-I-T-user100,3.933548856905275,3.933548856905275,0.0,0.736444579847355,0.736444579847355,0.0
12,12,02-09-31-W-T-user101,3.5245705056994967,3.5245705056994967,0.0,0.8082723140144829,0.8082723140144829,0.0
13,13,02-20-877-I-B-user130,1.5506556824415227,1.5506556824415227,0.0,0.011545973952926777,0.011545973952926777,0.0
14,14,02-20-877-W-B-user149,3.8331806642144937,3.8331806642144937,0.0,0.4294372848308158,0.4294372848308158,0.0
15,15,02-28-29-I-B-user22,-0.4762801827818821,-0.4762801827818821,0.0,0.00029712295984878767,0.00029712295984878767,0.0
16,16,02-28-29-W-B-user156,3.6646277939921768,3.6646277939921768,0.0,0.5197806064008001,0.5197806064008001,0.0
17,17,02-40-950-I-B-user17,5.167780849659955,5.167780849659955,0.0,0.9843114977197372,0.9843114977197372,0.0
18,18,02-40-950-W-B-user18,0.4007045090211827,0.4007045090211827,0.0,0.002709290096371689,0.002709290096371689,0.0
19,19,02-44-269-I-T-user63,1.6308575596365231,1.6308575596365231,0.0,0.03346575756284568,0.03346575756284568,0.0
20,20,02-44-269-W-T-user64,3.2407319184281165,3.2407319184281165,0.0,0.39568026095897024,0.39568026095897024,0.0
21,21,03-12-820-I-B-user105,4.20023984490228,4.20023984490228,0.0,0.7431803660875345,0.7431803660875345,0.0
22,22,03-12-820-W-B-user106,2.5435695789745294,2.5435695789745294,0.0,0.01964966214962849,0.01964966214962849,0.0
23,23,03-23-90-I-T-user22,1.1839933764477326,1.1839933764477326,0.0,0.014528818292177387,0.014528818292177387,0.0
24,24,03-23-90-W-T-user51,0.764391508997095,0.764391508997095,0.0,0.006610444433387218,0.006610444433387218,0.0
25,25,03-42-701-I-T-user39,3.1752498871619013,3.1752498871619013,0.0,0.0503113487220919,0.0503113487220919,0.0
26,26,03-42-701-W-T-user27,0.4155011476280874,0.4155011476280874,0.0,0.0014731422618529894,0.0014731422618529894,0.0
27,27,03-47-890-I-T-user1,1.6844349759507793,1.6844349759507793,0.0,0.010140597655988452,0.010140597655988452,0.0
28,28,03-47-890-W-T-user151,3.164849225952348,3.164849225952348,0.0,0.2701857426696474,0.2701857426696474,0.0
29,29,04-01-129-I-B-user22,0.12131098659896722,0.12131098659896722,0.0,0.0026225510782079443,0.0026225510782079443,0.0
30,30,04-01-129-W-B-user111,1.1069448073152195,1.1069448073152195,0.0,0.010976361509018434,0.010976361509018434,0.0
31,31,04-30-467-I-T-user39,2.652982508500374,2.652982508500374,0.0,0.08296600587407257,0.08296600587407257,0.0
32,32,04-38-645-I-T-user159,0.8797740872961946,0.8797740872961946,0.0,0.013246134723997651,0.013246134723997651,0.0
33,33,04-38-645-W-T-user96,1.9441246399894687,1.9441246399894687,0.0,0.007617011007861041,0.007617011007861041,0.0
34,34,04-57-574-I-B-user67,0.577364996932813,0.577364996932813,0.0,0.002439014145125458,0.002439014145125458,0.0
35,35,04-57-574-W-B-user68,2.146927164294765,2.146927164294765,0.0,0.06532945644032857,0.06532945644032857,0.0
36,36,05-06-501-I-T-user22,-1.8943544768180176,-1.8943544768180176,0.0,3.845012870088732e-05,3.845012870088732e-05,0.0
37,37,05-06-501-W-T-user158,1.7166474411101689,1.7166474411101689,0.0,0.03767154968722404,0.03767154968722404,0.0
38,38,05-15-634-I-T-user77,1.4122431688726025,1.4122431688726025,0.0,0.01454285989250504,0.01454285989250504,0.0
39,39,05-15-634-W-T-user78,0.343558832519264,0.343558832519264,0.0,0.0011790538884319665,0.0011790538884319665,0.0
40,40,05-44-437-I-T-user114,3.9381570731338975,3.9381570731338975,0.0,0.456890733302851,0.456890733302851,0.0
41,41,05-44-437-W-T-user115,4.011870268396248,4.011870268396248,0.0,0.5230459326570219,0.5230459326570219,0.0
42,42,05-49-922-I-T-user9,3.807815430453593,3.807815430453593,0.0,0.2396289951903328,0.2396289951903328,0.0
43,43,05-49-922-W-T-user10,3.4508348002113998,3.4508348002113998,0.0,0.6386798672639986,0.6386798672639986,0.0
44,44,05-50-814-I-T-user19,-2.4930848831053787,-2.4930848831053787,0.0,7.171286278986412e-05,7.171286278986412e-05,0.0
45,45,06-18-285-I-B-user112,2.887630988389564,2.887630988389564,0.0,0.06823937264731843,0.06823937264731843,0.0
46,46,06-18-285-W-B-user113,2.2771336125540445,2.2771336125540445,0.0,0.06815230291343713,0.06815230291343713,0.0
47,47,06-44-152-I-B-user90,1.4279085204681667,1.4279085204681667,0.0,0.03153912362368888,0.03153912362368888,0.0
48,48,06-44-152-W-B-user91,2.7700789483047448,2.7700789483047448,0.0,0.20868293606210114,0.20868293606210114,0.0
49,49,06-50-611-I-B-user1,1.7298089951619875,1.7298089951619875,0.0,0.009230907472810563,0.009230907472810563,0.0
50,50,06-50-611-W-B-user74,2.365954337896289,2.365954337896289,0.0,0.05211180497674638,0.05211180497674638,0.0
51,51,06-57-279-I-B-user22,1.5811736395957077,1.5811736395957077,0.0,0.006219872360630688,0.006219872360630688,0.0
52,52,06-57-279-W-B-user50,2.7324091362693084,2.7324091362693084,0.0,0.3439918241540392,0.3439918241540392,0.0
53,53,07-53-382-I-T-user148,3.5921229468721894,3.5921229468721894,0.0,0.24354836403056496,0.24354836403056496,0.0
54,54,07-53-382-W-T-user147,4.46263247990382,4.46263247990382,0.0,0.9332539130907664,0.9332539130907664,0.0
