,filename,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
223,33-47-982-I-T-user118_openface.csv,18.067,0.98,1.0,0.009788,0.10141,-0.994797,-0.215209,0.104913,-0.970916,-0.104,0.105,59.6,14.7,497.8,0.021,0.122,0.019,0.4,0.19,0.82,0.0,0.88,0.08,0.0,0.0,1.27,3.38,2.61,2.12,2.2,0.55,0.12,1.31,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
224,33-47-982-W-T-user119_openface.csv,0.8,0.98,1.0,-0.031762,0.085423,-0.995838,-0.239107,0.141716,-0.960596,-0.138,0.116,17.9,85.2,361.3,-0.039,0.112,0.003,0.39,0.01,1.85,0.07,1.07,1.9,0.19,0.56,0.43,1.64,0.18,0.78,0.51,0.0,0.04,0.0,0.11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
225,35-42-851-I-B-user122_openface.csv,7.0,0.98,1.0,0.074191,0.18352,-0.980212,-0.173663,0.077846,-0.981724,-0.051,0.132,-20.9,12.2,402.8,0.034,0.013,-0.019,0.0,0.0,0.36,0.12,0.0,0.34,0.0,0.31,1.1,1.63,0.0,1.18,0.11,0.37,0.0,0.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
226,35-42-851-W-B-user123_openface.csv,56.2,0.98,1.0,-0.060616,0.036768,-0.997484,-0.363566,0.054815,-0.929954,-0.217,0.047,75.6,177.9,488.6,-0.037000000000000005,0.118,0.016,0.0,0.0,0.0,0.0,2.3,2.38,0.0,1.34,2.98,1.61,0.18,0.48,0.77,0.55,0.41,0.0,0.15,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,36-04-870-I-B-user96_openface.csv,9.933,0.98,1.0,0.096496,0.169274,-0.980834,-0.06879400000000001,0.230111,-0.97073,0.014,0.202,-24.7,14.5,530.6,0.112,0.017,0.01,0.0,0.0,0.0,0.0,0.0,1.57,0.07,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
228,36-04-870-W-B-user98_openface.csv,29.6,0.98,1.0,0.196244,0.275902,-0.940939,-0.116272,0.349683,-0.929625,0.043,0.32299999999999995,70.2,42.1,280.6,0.016,-0.053,-0.032,0.0,0.0,0.0,0.0,1.59,0.24,3.21,1.16,1.93,2.78,0.93,2.0,0.34,1.69,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
229,36-37-921-I-B-user85_openface.csv,13.067,0.98,1.0,-0.0526,0.300336,-0.952382,-0.07130800000000001,0.314605,-0.94654,-0.065,0.313,13.0,-21.8,301.7,0.117,0.093,-0.031,0.0,0.0,0.0,0.0,0.98,2.82,0.0,1.51,1.0,1.29,0.36,1.67,0.23,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,36-37-921-W-B-user87_openface.csv,0.0,0.98,1.0,0.172753,0.08908200000000001,-0.980929,0.008532,0.071839,-0.99738,0.091,0.081,12.9,75.3,521.5,0.018000000000000002,-0.018000000000000002,-0.023,0.0,0.41,0.0,0.81,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.29,0.26,0.01,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,36-53-693-I-T-user109_openface.csv,4.2,0.98,1.0,0.064124,0.236399,-0.969538,-0.234981,0.191223,-0.953004,-0.08900000000000001,0.219,55.6,9.2,312.6,0.049,0.117,-0.019,0.0,0.0,0.69,0.0,0.65,0.74,0.02,1.07,2.22,1.36,0.0,0.26,0.15,0.0,1.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
232,36-53-693-W-T-user108_openface.csv,6.6,0.98,1.0,0.127903,0.21311,-0.96862,0.080616,0.163979,-0.983164,0.106,0.191,-52.4,5.2,459.7,0.059,-0.121,-0.009000000000000001,0.03,0.0,0.46,0.0,0.0,0.0,0.0,0.05,0.0,0.12,0.44,0.85,0.01,0.0,0.77,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
